name,age,occupation,location,country,lat,lng,dod,source
Dorothy Boles,65,Nurse,Greenwood,United States,33.5162315,-90.1795281,NA,medscape
Danny Bolima,54,Nurse,Newark,United States,40.735657,-74.1723667,NA,medscape
Lina Isabel Bolívar,66,Nurse,Anzoategui,Venezuela,8.5913073,-63.95861110000001,NA,medscape
Linda Bonaventura,45,Nurse,Indianapolis,United States,39.768403,-86.158068,NA,medscape
Joseph A. Bonjiorno,78,Doctor,Chicago,United States,41.8781136,-87.6297982,NA,medscape
Jorge Alfredo Borboa Ballesteros,NA,Doctor,Sonora,Mexico,29.2972247,-110.3308814,NA,medscape
Jorge Bordón Palacios,NA,Other Medical,Ciudad del Este,Paraguay,-25.4987076,-54.6636526,NA,medscape
Héctor Bornes,56,Doctor,Buenos Aires,Argentina,-34.6036844,-58.3815591,NA,medscape
Magda Botello,NA,Nurse,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
José Botello Parraguirre,NA,Doctor,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
Ítalo Bottini,NA,Other,Miranda,Venezuela,10.2509303,-66.4271499,NA,medscape
Wafa Boudissa,28,Doctor,Ras El Oued,Algeria,35.9402582,5.0283213,NA,medscape
James Boudwin,67,Doctor,New Brunswick,United States,40.4862157,-74.4518188,NA,medscape
Patricia Boulak,52,Other Medical,Valdoie,France,47.672379,6.846855,NA,medscape
Mark Leighton Bowen,54,Nurse,New York,United States,40.7282239,-73.7948516,NA,medscape
Sean D. Boynes,49,Other Medical,Greenbelt,United States,39.0045544,-76.87552819999999,NA,medscape
Kenneth Bradshaw,64,Retired,Memphis,United States,35.1495343,-90.0489801,NA,medscape
Derik Braswell,57,Other,New York,United States,40.7282239,-73.7948516,NA,medscape
Sergio Bretado Rodríguez,NA,Other,Chihuahua,Mexico,28.6329957,-106.0691004,NA,medscape
Esteban Briceño Voirín,63,Other Medical,Portuguesa,Venezuela,9.094399899999999,-69.097023,NA,medscape
Cipriano José Brito,78,Doctor,Ciudad Ojeda,Venezuela,10.2214803,-71.3111773,NA,medscape
Francisco Brito Barrera,58,Doctor,Quintana Roo,Mexico,19.1817393,-88.4791376,NA,medscape
Sara Bravo López,28,Doctor,Cuenca,Spain,40.0703925,-2.1374162,NA,medscape
Esperanza Bravo Ruiz,NA,Doctor,Puebla,Mexico,19.0414398,-98.2062727,NA,medscape
Lorna Breen,49,Doctor,New York,United States,40.8730537,-73.9126905,NA,medscape
Nancy Briones,NA,Nurse,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Virgilio Briones,NA,Unknown,NA,Ecuador,-1.831239,-78.18340599999999,NA,medscape
Kristen Brooks,61,Nurse,California,United States,36.778261,-119.4179324,NA,medscape
Joyce Brown,NA,Nurse,New York,United States,40.718106,-73.8448469,NA,medscape
Brittany Bruner-Ringo,32,Nurse,Beverly Hills,United States,34.0736204,-118.4003563,NA,medscape
Juan Daniel Bruno,72,Doctor,Buenos Aires,Argentina,-34.6036844,-58.3815591,NA,medscape
Santo Buccheri,60,Doctor,Hartford,United States,41.7658043,-72.6733723,NA,medscape
Patrick Buchannan,33,Other Medical,Indianapolis,United States,39.768403,-86.158068,NA,medscape
Araceli Buendia Ilagan,63,Nurse,Miami,United States,25.7616798,-80.1917902,NA,medscape
Ali Ihsan Bulut,NA,Doctor,İstanbul,Turkey,41.0082376,28.9783589,NA,medscape
Kevin Bundy,22,Other Medical,Darby,United States,39.9184461,-75.2590721,NA,medscape
Carlos Enrique Burbano Freire,50,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Michael T. Burgio,69,Doctor,Newton,United States,41.0581527,-74.7526651,NA,medscape
"Irene ""Rene"" Burgonio",54,Nurse,New York,United States,40.6781784,-73.9441579,NA,medscape
Francisco Burgos Marroquín,NA,Doctor,Apopa,El Salvador,13.8028238,-89.1798446,NA,medscape
Virdree Burns Jr,59,Nurse,New York,United States,40.7282239,-73.7948516,NA,medscape
Armando de Jesús Bustamante Borras,68,Other,Quintana Roo,Mexico,19.1817393,-88.4791376,NA,medscape
Luis Armando Bustillo,NA,Doctor,San Miguel,El Salvador,13.4739686,-88.19101839999999,NA,medscape
Eugenio Bustillos,NA,Nurse,General Rodríguez,Argentina,-34.6083013,-58.95432650000001,NA,medscape
Irving Buterman,78,Doctor,New York,United States,40.7739303,-73.9608921,NA,medscape
Pío Cabadiana,NA,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Petra Cabañas Herrera,NA,Nurse,Morelos,Mexico,18.6813049,-99.1013498,NA,medscape
Wilbert Teodoro Cabello Quispe,NA,Doctor,Callao Region,Peru,-12.0463731,-77.042754,NA,medscape
Lourdes Cabeza,NA,Nurse,Anzoategui,Venezuela,8.5913073,-63.95861110000001,NA,medscape
Jesus Antonio Cabrales,68,Doctor,Cali,Colombia,3.4516467,-76.5319854,NA,medscape
Benjamin Cabrera,NA,Other,Chimalhuacan,Mexico,19.4314047,-98.95820479999999,NA,medscape
Óscar Miguel Cabrera,28,Doctor,Quito,Ecuador,-0.1806532,-78.4678382,NA,medscape
Julián Cabrera Biosques,67,Doctor,Jaén,Spain,37.7795941,-3.784905699999999,NA,medscape
Gloria Cabrera González,NA,Nurse,Morelos,Mexico,18.6813049,-99.1013498,NA,medscape
Tomás Alberto Cáceres,59,Other Medical,San Pedro Sula,Honduras,15.5038827,-88.01386190000001,NA,medscape
Cristóbal Cáceres Soto,NA,Doctor,Warnes,Bolivia,-17.5227749,-63.16786679999999,NA,medscape
Maria Guia Cabillon,NA,Nurse,New York,United States,40.6781784,-73.9441579,NA,medscape
Jina Cadabono-Sisnero,62,Nurse,New Jersey,United States,40.0583238,-74.4056612,NA,medscape
Gladys (Ivy) Cadore-Williams,62,Retired,New York,United States,40.6781784,-73.9441579,NA,medscape
Marlino Cagas,62,Nurse,New York,United States,40.8143104,-73.93950869999999,NA,medscape
Patrick Cain,52,Nurse,Flint,United States,43.0125274,-83.6874562,NA,medscape
Carlos Calcaño,NA,Other Medical,Ciudad Bolívar,Venezuela,8.088279100000001,-63.5535552,NA,medscape
Luis Caldera-Nieves,63,Doctor,Miami,United States,25.7616798,-80.1917902,NA,medscape
Lizandro Antonio Calderón,54,Doctor,Barinas,Venezuela,8.6231498,-70.2371045,NA,medscape
Jackeline Calderón Fierro,38,Doctor,Huila,Colombia,2.5359349,-75.52766989999999,NA,medscape
Efrén Calderón Ramírez,62,Doctor,Jalisco,Mexico,20.6595382,-103.3494376,NA,medscape
Juan José Callejas Esponda,NA,Retired,Puebla,Mexico,19.0414398,-98.2062727,NA,medscape
Elard Roberto Calli Araca,NA,Other Medical,Iquitos,Peru,-3.7436735,-73.25163260000001,NA,medscape
Gary Calope,NA,Other Medical,Al Farwaniyah,Kuwait,29.281596,47.96025179999999,NA,medscape
Juan Ismael Calíx Ardón,63,Doctor,Tegucigalpa,Honduras,14.065049,-87.1715002,NA,medscape
Franklin Camacaro,NA,Doctor,Lara,Venezuela,10.1537842,-69.8597406,NA,medscape
Everth Dayan Camacho Ordóñez,31,Doctor,North Santander,Colombia,7.9462831,-72.8988069,NA,medscape
Juan Alfredo Camacho Perlstein,NA,Doctor,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Blanca Doris Camargo,42,Other Medical,North Santander,Colombia,7.9462831,-72.8988069,NA,medscape
Norman Campbell,60,Other Medical,England,United Kingdom,53.81081760000001,-1.76261,NA,medscape
Iván Leonardo Canal García,NA,Doctor,Ecatepec de Morelos,Mexico,19.6057728,-99.03651119999999,NA,medscape
Jorge Alberto Cañas,NA,Doctor,San Miguel,El Salvador,13.4792922,-88.1779182,NA,medscape
Stelian Candiba,66,Doctor,Chișinău,Moldova,47.0104529,28.8638102,NA,medscape
Gary Cannon,69,Doctor,Lexington,United States,38.0405837,-84.5037164,NA,medscape
Jhony Cano Suárez,NA,Doctor,Ancash,Peru,-9.3250497,-77.5619419,NA,medscape
Isabel María Cantillo Chaparro,52,Nurse,Atlantico,Colombia,10.6966159,-74.8741045,NA,medscape
Miriam Cantú de Llanes,NA,Other Medical,Coahuila,Mexico,27.058676,-101.7068294,NA,medscape
Aurelio Capilla,NA,Other Medical,Madrid,Spain,40.4167754,-3.7037902,NA,medscape
Ludmila Caraion,65,Doctor,Soroca,Moldova,48.1549743,28.2870783,NA,medscape
Ellen Carandang,51,Nurse,Hoboken,United States,40.7385953,-74.03623060000001,NA,medscape
Álvaro Andrés Carranza,NA,Doctor,Bogota,Colombia,4.710988599999999,-74.072092,NA,medscape
Ángela Carranza de Salazar,NA,Other Medical,Ahuachapan,El Salvador,13.9259486,-89.84113819999999,NA,medscape
Carlos Carrizales Martínez,NA,Doctor,Coahuila,Mexico,27.058676,-101.7068294,NA,medscape
Carlos Cárdenas,71,Doctor,Managua,Nicaragua,12.1149926,-86.2361744,NA,medscape
Ángel Cárdenas Sánchez,NA,Doctor,Morelos,Mexico,18.6813049,-99.1013498,NA,medscape
John P. Careccia,NA,Other,Woodbridge Township,United States,40.5575986,-74.2846022,NA,medscape
Rafael Cargill,60,Other,New York,United States,40.6781784,-73.9441579,NA,medscape
Yaletzy Coromoto Carrillo,58,Nurse,New York,United States,40.74516939999999,-73.8857314,NA,medscape
Adalberto Coronado Monroy,NA,Doctor,Sonora,Mexico,29.2972247,-110.3308814,NA,medscape
Jorge Castellani,48,Doctor,Salta,Argentina,-24.7821269,-65.4231976,NA,medscape
Arturo Crispín Castillo,46,Doctor,Durango,Mexico,24.0277202,-104.6531759,NA,medscape
Elsa Castillo Santos,NA,Nurse,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
José Enrique Castillo Solares,NA,Other,Puebla,Mexico,19.0414398,-98.2062727,NA,medscape
César Antonio Carrillo Védova,78,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Karen Cashin Carmello,56,Nurse,New York,United States,40.789142,-73.13496099999999,NA,medscape
Evelyn Caro,69,Other,Silver Spring,United States,38.99066570000001,-77.026088,NA,medscape
Pedro Carrillo León,59,Nurse,Jaén,Spain,37.7795941,-3.784905699999999,NA,medscape
Livia Carrión,66,Doctor,Ciudad Bolívar,Venezuela,8.088279100000001,-63.5535552,NA,medscape
Juan Carlos Carvajal,64,Doctor,Santiago Metropolitan Region,Chile,-33.4488897,-70.6692655,NA,medscape
Paul Cary,66,Other Medical,New York,United States,40.7500112,-73.9856726,NA,medscape
Monica Echeverri Casarez,49,Other Medical,Dearborn,United States,42.3222599,-83.17631449999999,NA,medscape
Nino Antonio Cassanello Layana,75,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Ricardo Castaneda,64,Doctor,New York,United States,40.7127753,-74.0059728,NA,medscape
Isaura Castermans,30,Nurse,Genk,Belgium,50.96613,5.5021,NA,medscape
Carlos Castillo,NA,Doctor,Maracaibo,Venezuela,10.642707,-71.6125366,NA,medscape
Luis José Castillo Cruz,NA,Doctor,Santiago De Los Caballeros,Dominican Republic,19.4791963,-70.6930568,NA,medscape
Dante Orlando Castro Chavez,NA,Doctor,Callao District,Peru,-12.0508491,-77.1259843,NA,medscape
Rosary Celaya Castro-Olega,63,Nurse,Los Angeles,United States,34.0522342,-118.2436849,NA,medscape
María de los Ángeles Castillo Corona,NA,Nurse,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
José Catri,75,Doctor,Buenos Aires Province,Argentina,-37.2017285,-59.84106969999999,NA,medscape
Daniel Cazares,NA,Other,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
Sandra Luz Cazares Jimenez,54,Other,Mexico,Mexico,23.634501,-102.552784,NA,medscape
Pedro Luis Cedeño,56,Doctor,Anaco,Venezuela,9.429229699999999,-64.4674203,NA,medscape
Arango Vélez Celso Emilio,72,Doctor,Bogota,Colombia,4.710988599999999,-74.072092,NA,medscape
Salih Cenap Cevli,57,Doctor,İstanbul,Turkey,41.0082376,28.9783589,NA,medscape
Gladis Cerda,NA,Nurse,Río Negro,Argentina,-40.8261434,-63.0266339,NA,medscape
Ana Cecilia Cerón,49,Other Medical,San Miguel,El Salvador,13.4792922,-88.1779182,NA,medscape
Vladimir Pavel Cervantes Cavero,36,Doctor,Metropolitan Municipality of Lima,Peru,-12.2056614,-76.9531145,NA,medscape
Guillermina Inés Cervantes Ortíz,NA,Doctor,Ecatepec de Morelos,Mexico,19.6057728,-99.03651119999999,NA,medscape
Balbino Chacón,NA,Other Medical,San Salvador,El Salvador,13.6863332,-89.1887954,NA,medscape
Sara Chambi Mendez,NA,Doctor,NA,Bolivia,-16.290154,-63.58865299999999,NA,medscape
Amilcar Andrey Chambi Mollo,30,Other,NA,Bolivia,-16.290154,-63.58865299999999,NA,medscape
Phag Chand,NA,Doctor,Swabi,Pakistan,34.1240709,72.4613191,NA,medscape
Alexander Chang,35,Other Medical,Caracas,Venezuela,10.4805937,-66.90360629999999,NA,medscape
Mavis Charles,63,Nurse,New York,United States,40.689321,-73.997247,NA,medscape
André Charon,73,Doctor,Saint-Louis,France,47.5859949,7.563934,NA,medscape
Naeem Chaudhry,46,Doctor,Mecca,Saudi Arabia,21.3890824,39.8579118,NA,medscape
Om Prakash Chauhan,65,Doctor,Indore,India,22.7195687,75.8577258,NA,medscape
Sudheer Chauhan,NA,Doctor,New York,United States,40.7282239,-73.7948516,NA,medscape
Elvira Chávez,NA,Nurse,Querétaro,Mexico,20.5888184,-100.3898876,NA,medscape
Ramón Chávez,NA,Other Medical,Táchira,Venezuela,7.9137001,-72.1416132,NA,medscape
Lino Manuel Chávez Arteaga,NA,Doctor,Puebla,Mexico,19.0414398,-98.2062727,NA,medscape
Lorena Elizabeth Chávez de López,57,Doctor,Morazán Department,El Salvador,13.7682,-88.1291387,NA,medscape
Adriana Cheble,62,Doctor,Córdoba,Argentina,-31.42008329999999,-64.1887761,NA,medscape
Bruno Cheong,63,Doctor,Central Flacq,Mauritius,-20.2029069,57.72893979999999,NA,medscape
Charlie Chin Song Chen,NA,Doctor,New York,United States,40.5934632,-73.791738,NA,medscape
Maura Getsabe Chi Coba,38,Nurse,Cancún,Mexico,21.161908,-86.8515279,NA,medscape
Mary Virginia Howell Christopher,97,Nurse,New Orleans,United States,29.95106579999999,-90.0715323,NA,medscape
Lehi Dan Choque,NA,Doctor,La Paz,Bolivia,-16.489689,-68.11929359999999,NA,medscape
Reza Chowdhury,58,Doctor,New York,United States,40.8447819,-73.8648268,NA,medscape
Ehsanul Kabir Chowdhury,65,Doctor,Rangpur,Bangladesh,25.7438916,89.275227,NA,medscape
Manjur Rashid Chowdhury,61,Doctor,Dhaka,Bangladesh,23.810332,90.4125181,NA,medscape
Susan Cicala,60,Nurse,Belleville,United States,40.7856535,-74.1764487,NA,medscape
Murat Cidam,45,Other,İstanbul,Turkey,41.0082376,28.9783589,NA,medscape
Florentina Cimiano Valera,NA,Other Medical,Madrid,Spain,40.4167754,-3.7037902,NA,medscape
Claudio Cisneros,58,Nurse,Buenos Aires,Argentina,-34.6037618,-58.38171499999999,NA,medscape
Daniel Leglisse Cisneros,NA,Doctor,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
"Esequiel ""Zeke"" Cisneros",64,Nurse,Medical Lake,United States,47.5729426,-117.6821604,NA,medscape
María del Rosario Cisneros Valdez,65,Doctor,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Ahmet Cevdet Çitoğlu,67,Doctor,Muğla,Turkey,37.1835819,28.4863963,NA,medscape
Roberto José Claro Jure,NA,Doctor,Cúcuta,Colombia,7.8890971,-72.4966896,NA,medscape
Jesús Clavero,NA,Other Medical,Zulia,Venezuela,10.2910237,-72.1416132,NA,medscape
Germán Clavier,NA,Doctor,Anzoategui,Venezuela,8.5913073,-63.95861110000001,NA,medscape
José Clavier,66,Doctor,Ciudad Bolívar,Venezuela,8.088279100000001,-63.5535552,NA,medscape
Betty Lafuente Clemente,74,Nurse,Bloomfield,United States,40.8067546,-74.1854209,NA,medscape
Rolando Clemente Jr,41,Nurse,Gilbert,United States,33.3528264,-111.789027,NA,medscape
Yolanda Coar,40,Nurse,Augusta,United States,33.4734978,-82.0105148,NA,medscape
John Cofrancesco,52,Other,Montclair,United States,40.8222443,-74.2226008,NA,medscape
Roy Coleman,64,Other Medical,Shreveport,United States,32.5251516,-93.7501789,NA,medscape
Albert Coll Nus,63,Doctor,Lleida,Spain,41.6175899,0.6200146,NA,medscape
Francesc Collado,63,Doctor,Barcelona,Spain,41.3850639,2.1734035,NA,medscape
José Roberto Collado Yurrita,65,Doctor,Madrid,Spain,40.4167754,-3.7037902,NA,medscape
Hugo Roberto Colombo Aguilera,65,Doctor,Puerto Suárez,Bolivia,-18.9720085,-57.8140428,NA,medscape
Hernán Milton Cóndor Beraun,NA,Doctor,Coahuila,Mexico,27.058676,-101.7068294,NA,medscape
Kenneth Conte,75,Doctor,Garfield,United States,40.8814882,-74.113198,NA,medscape
Chris M. Contestabile,63,Nurse,De Soto,United States,38.1333764,-90.5559912,NA,medscape
Giovanni José Coppiano Campoverde,55,Other Medical,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Lesbia Corbillon,59,Doctor,Táchira,Venezuela,7.9137001,-72.1416132,NA,medscape
Theodore Corcoran,61,Doctor,Arlington,United States,38.8816208,-77.09098089999999,NA,medscape
Alberto Cordero Aroca,NA,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Armando Beato Córdoba,62,Doctor,Santiaguito Tlalcilalcalli,Mexico,19.3383067,-99.72824039999999,NA,medscape
Eden Cordova Lázaro,NA,Doctor,Tabasco,Mexico,17.8409173,-92.6189273,NA,medscape
Daniel Coronel,52,Nurse,New York,United States,40.789241,-73.9545211,NA,medscape
Emilio Úcar Corral,58,Other Medical,Madrid,Spain,40.4167754,-3.7037902,NA,medscape
Daniel Alejandro Corrales Álvarez,25,Nurse,Coatzacoalcos,Mexico,18.1344779,-94.4589858,NA,medscape
Carmen Corro,NA,Nurse,Caracas,Venezuela,10.4805937,-66.90360629999999,NA,medscape
Joseph J. Costa,56,Doctor,Baltimore,United States,39.2903848,-76.6121893,NA,medscape
Sergio Ricardo Coto,NA,Doctor,San Salvador,El Salvador,13.6929403,-89.2181911,NA,medscape
Daniel Coto Fong,77,Doctor,San José,Costa Rica,9.9280694,-84.0907246,NA,medscape
"John ""Derrick"" Couch",52,Nurse,Fort Oglethorpe,United States,34.9489645,-85.2569,NA,medscape
Deborah Coughlin,67,Nurse,Hartford,United States,41.7675032,-72.70605189999999,NA,medscape
Francesco Counselor,NA,Other Medical,NA,Italy,41.87194,12.56738,NA,medscape
Rosemary Coutou-Figaro,52,Nurse,New York,United States,40.6781784,-73.9441579,NA,medscape
Luc Couvreur,74,Doctor,Lendelede,Belgium,50.8862994,3.2381931,NA,medscape
Armando Covarrubias Martínez,35,Doctor,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Felipe Criado Aussant,61,Doctor,North Santander,Colombia,7.9462831,-72.8988069,NA,medscape
Marcellano Cruz,73,Doctor,Quezon City,Philippines,14.6760413,121.0437003,NA,medscape
Maurilia Cruz Aca,NA,Other,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Palermo Wilson Cruz Acuria,62,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Zoilo Marcelo Cruz Espinoza,75,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Lourdes Esther Cruz Martínez,NA,Doctor,Oaxaca,Mexico,17.0731842,-96.7265889,NA,medscape
Lorenzo Mario Cruz Pale,NA,Doctor,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Antonio Cruz Perdomo,NA,Doctor,Morelos,Mexico,18.6813049,-99.1013498,NA,medscape
Francisco Jonathan Cruz Velasco,30,Doctor,Puebla,Mexico,19.0414398,-98.2062727,NA,medscape
Carlos Balmore Cruz Villalta,NA,Doctor,San Salvador,El Salvador,13.7032589,-89.2032029,NA,medscape
Betty Marlene Cruz Yagual,NA,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
lemencia Cuadra,NA,Nurse,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Marvin Edgar Cuenca Bejarano,30,Doctor,Callao Region,Peru,-12.0463731,-77.042754,NA,medscape
José Leonardo Cuenca Flores,NA,Doctor,Guerrero,Mexico,17.4391926,-99.54509739999999,NA,medscape
César Augusto Cueva Alcántara,68,Doctor,Toledo,Spain,39.8628316,-4.027323099999999,NA,medscape
Armando Cuevas,NA,Doctor,Moca,Dominican Republic,19.3908634,-70.5231108,NA,medscape
Darío Cuevas,60,Doctor,Buenos Aires Province,Argentina,-37.2017285,-59.84106969999999,NA,medscape
Everardo Cuevas,NA,Doctor,Heroica Veracruz,Mexico,19.173773,-96.1342241,NA,medscape
Silvio Cufré,47,Nurse,Buenos Aires,Argentina,-34.6036844,-58.3815591,NA,medscape
John Cummings,56,Nurse,Berryville,United States,36.364792,-93.5679667,NA,medscape
Luis Eduardo Cunto Icaza,60,Doctor,Guayaquil,Ecuador,-2.1894128,-79.8890662,NA,medscape
Griselda Damián Mateo,NA,Nurse,Mexico City,Mexico,19.4326077,-99.133208,NA,medscape
Janette Dancel-Liban,NA,Doctor,Quezon City,Philippines,14.6760413,121.0437003,NA,medscape
Jeannie Danker,60,Other Medical,Columbus,United States,39.9611755,-82.99879419999999,NA,medscape
Huy Hao Dao,44,Doctor,Montreal,Canada,45.5016889,-73.567256,NA,medscape
Biplab Dasgupta,NA,Other,Kolkata,India,22.572646,88.36389500000001,NA,medscape
Antonio Dávila Castellanos,60,Doctor,Coahuila,Mexico,27.058676,-101.7068294,NA,medscape
Bruce Edward Davis,57,Doctor,Milledgeville,United States,33.0801429,-83.2320991,NA,medscape
Dana Davis,51,Nurse,Louisville,United States,38.2526647,-85.7584557,NA,medscape
Dorothy Pearl Davis,60,Nurse,San Antonio,United States,29.4241219,-98.49362819999999,NA,medscape
Emma Davis,37,Nurse,Southampton,United Kingdom,50.90970040000001,-1.4043509,NA,medscape
Jenniffer Davis,NA,Doctor,Ballwin,United States,38.5950532,-90.54623389999999,NA,medscape
Alfonso Pablo Dávoli,47,Doctor,Rosario,Argentina,-32.9587022,-60.69304159999999,NA,medscape
Hamidreza Davoudi,NA,Other Medical,Babol,Iran,36.5386629,52.6764543,NA,medscape
Nihat Dayanıklı,70,Doctor,İzmir,Turkey,38.423734,27.142826,NA,medscape
Siamak Dayushli,NA,Doctor,Bandar Anzali,Iran,37.4639089,49.4798635,NA,medscape
Marielle DeBruhl,39,Nurse,Stockholm,Sweden,59.32932349999999,18.0685808,NA,medscape
Ydelfonso Decoo,70,Doctor,New York,United States,40.7127753,-74.0059728,NA,medscape
Wenceslao De La A Orrala,NA,Doctor,Playas,Ecuador,-2.6284683,-80.3895886,NA,medscape
Leo dela Cruz,NA,Doctor,Jersey City,United States,40.7177545,-74.0431435,NA,medscape
Carlos Mario de la Cruz Gallardo,NA,Doctor,Tabasco,Mexico,17.8409173,-92.6189273,NA,medscape
Felipe De La Cruz Luna,NA,Doctor,Apartadó,Colombia,7.882760999999999,-76.624692,NA,medscape
Claudio Sergio de la Fuente Burton,73,Doctor,Cancún,Mexico,21.161908,-86.8515279,NA,medscape
Julio Enrique de la Quadra Ardón,NA,Doctor,San Salvador,El Salvador,13.6929403,-89.2181911,NA,medscape
"Ernesto ""Audie"" DeLeon",61,Other,New York,United States,40.7390729,-73.9750165,NA,medscape
Marco Antonio De Leon,44,Nurse,New York (from Brownsville,Texas),NA,NA,NA,medscape
Elizabeth B. DelMundo,59,Nurse,Dover,United States,40.883988,-74.5621025,NA,medscape
Adela del Carmen Valero,62,Nurse,Barinas,Venezuela,8.6231498,-70.2371045,NA,medscape
Edwin Kilmer del Cid Vásquez,48,Doctor,Tegucigalpa,Honduras,14.065049,-87.1715002,NA,medscape
Carlos Alberto del Nogal Lovera,NA,Other Medical,Aragua,Venezuela,10.0635758,-67.2847875,NA,medscape
Andrés del Orbe,NA,Doctor,Guasdualito,Venezuela,7.2397806,-70.70495199999999,NA,medscape
Carlos Torres del Pozo,62,Doctor,Toledo,Spain,39.8628316,-4.027323099999999,NA,medscape
Antonio del Villar,NA,Other,Madrid,Spain,40.4167754,-3.7037902,NA,medscape
